title,author,date,publication_type,rejection_reason
"ODIS MAGAZINE/CATALOG, BAD BROADS, VOLUME NUMBER 3, STICKY BOOTH BOUNCE, WINTER 2013 CATALOG",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ODYSSEY: THE ART AND WORKS OF MIKE HOFFMAN,Mike Hoffman,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"OH, MY SWEET ALIEN, KOUJI MIYATA",Kouji Miyata,,,"Title 15, Section 3006(c)(17) – frontal nudity"
OLD SCHOOL BOXING FITNESS: HOW TO TRAIN LIKE A CHAMP,Andy and Jamie Dumas,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"OLIVIA’S CHEESECAKE CHORONICLES, NUMBER 1",Olivia De Berardinis,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"OLIVIA’S CHEESECAKE CHRONICLES, #1",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ON BLOODY SUNDAY, A NEW HISTORY OF THE DAY AND ITS AFTERMATH BY THOSE WHO WERE THERE (2023)",Julieann Campbell,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"ONCE A KING, ALWAYS A KING, THE UNMAKING OF A LATIN KING (2004)",Reymundo Sanchez,,,"Title 15, Section 3006(c)(19) – STG members or associates"
ONCE UPON A TIME IN COMPTON (2017),Timothy M. Brennan and Robert Ladd,,,"Title 15, Section 3006(c)(19) – STG members or associates"
ONE MANDY MORNING,Dean Yeagle,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ONE MILLION TATTOOS; DESIGNS TO CREATE AND COLOR,Jian Li,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ONE TIME PUBLISHING LLC,Greg Kading,,,"Title 15, Section 3006(c)(19) – STG members or associates"
ONLY PLEASURE,Lora Leigh,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ONYX STORM (2025),Rebecca Yarros,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
OPEN LEG AND LACE MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
OPERATION YARD RECALL (2022),Hector Bravo,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
ORAL SEX FOR EVERY BODY,Tina Robbins,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ORIENTAL TATTOO ART: CONTEMPORARY CHINESE AND JAPANESE TATTOO MASTERS,Du Ying,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ORIGINAL GANGSTER, THE REAL LIFE STORY OF ONE OF AMERICA’S MOST NOTORIOUS DRUG LORDS",Frank Lucas,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"ORIGINS, THE ART OF JOHN JUDE PALENCAR",Arnie Fenner & Cathy Fenner,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"OUR BODIES, OURSELVES",Simon and Schuster,,,"Title 15, Section 3006(c)(17) – frontal nudity"
OUR MAN FRIDAY,Claire Thompson,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"OUR SEXUALITY, 14TH EDITION",Robert Crooks,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUR SHARE OF THE NIGHT, A NOVEL (2023)",Mariana Enriquez,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
OUR TATTOO: THE BEST TATTOOS FROM THE WORLD’S BEST ARTISTS. VOL 4,Bugsy and Adam Lockman,,,"Title 15, Section 3006(c)(17) – frontal nudity"
OUT BAD: A TRUE STORY OF MOTORCYCLE OUTLAWS,Donald Charles Davis,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"OUT MAGAZINE, AUGUST 2019",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUT OF THE INNER CIRCLE, A HACKER’S GUIDE TO COMPUTER SECURITY",Bill Landreth,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
OUT OF THE RED,Christian L. Bolden,,,"Title 15, Section 3006(c)(19) – STG members or associates"
"OUT, MAY 2019",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUT, THE FASHION ISSUE SEPT-OCT 2019",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
OUTLAW BIKER ISSUE 214,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
OUTLAW BIKER 2020 CALENDAR,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER MAGAZINE, APRIL, MAY 2023",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, 212",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, FEB- MAR 2023, ISSUE 236",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 2016",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 207",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 211",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 213",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 215",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 217",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 218",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 219",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 220",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 221",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 222",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 223",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 224",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"OUTLAW BIKER, ISSUE 225",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 229",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"OUTLAW BIKER, ISSUE 230",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
OVER 40 MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
OVER 50 MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
PACTS WITH THE DEVIL (1993),"S. Jason Black and Christopher S. Hyatt, Ph.D.",,,"Title 15, Section 3006(c)(17) – frontal nudity"
PANDERING,Heidi Fleiss,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PANDORA’S BOOK OF SEXUAL FANTASIES,Suzie Hayman,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PANDRA II (2021),Erect Sawaru,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
PANTY PLAY MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"PANZRAM, A JOURNAL OF MURDER (2002)",Thomas E. Gaddis,,periodical,"Title 15, Section 3006(c)(1) – violence or physical harm"
PAPER STABLE,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PARACHUTE CORD CRAFT,Pepperell Company and Samantha Grenier,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"PARACORD FUSION TIES, VOLUME 2",J.D. Lenzen,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"PARADISE FOUND, AN EROTIC TREASURY FOR SYBARITES (2024)",Betony Vernon,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PARADISE IN BRAZIL,Joaquim Nabuco,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PARALLEL PARADISE 1,Lynn Okamoto,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PARALLEL PARADISE 2 (2020),Lynn Okamoto,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
PARALLEL PARADISE 3,Lynn Okamoto,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PARALLEL PARADISE 4,Lynn Okamoto,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PARALLEL PARADISE 5,Lynn Okamoto,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"PARALLEL PARADISE, VOLUME 11",Jason DeAngelis,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"PARALLEL PARADISE, VOLUME 12",Jason DeAngelis,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"PARALLEL PARADISE, VOLUME 13",Jason DeAngelis,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"PARALLEL PARADISE, VOLUME 14",Jason DeAngelis,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"PARALLEL PARADISE, VOLUME 16 (2024)",Lynn Okamoto,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PARALLEL PARADISE, VOLUME 8",Jason DeAngelis,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
PARTY GIRL (2023),Ebony Q.,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PATHFINDER ADVENTURE PATH #87, THE CHOKING TOWER (2019)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ADVENTURE PATH, CRYPT OF RUNES (2025)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ADVENTURE PATH, CULT OF CINDERS, AGE OF ASHES (2019)",Eleanor Ferron,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ADVENTURE PATH, INTO THE APOCALYPSE ARCHIVE, REVENGE OF THE RUNELORDS (2025)",Jessica Redekop,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ADVENTURE PATH, SHATTERED STAR, PART 3, THE ASYLUM STONE (2012)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ADVENTURE PATH, SHATTERED STAR, SHARDS OF SIN (2012)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
PATHFINDER CAMPAIGN SETTING MYTHIC REALMS (2013),Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER CAMPAIGN SETTING, FEY REVISITED (2013)",Savannah Broadway,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER CAMPAIGN SETTING, INNER SEA BESTIARY (2012)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
PATHFINDER DARK ARCHIVE (2022),"James Case, Mikhail Rekun & Mark Seifter",,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
PATHFINDER KINGMAKER ADVENTURE PATH (2022),Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
PATHFINDER MONSTER CORE (2024),Logan Bonner,,,"Title 15, Section 3006(d) – presents a serious threat to facility incarcerated"
"PATHFINDER PLAYER COMPANION, DRAGON EMPIRES PRIMER (2011)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER PLAYER COMPANION, FAITHS & PHILOSOPHIES (2013)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER PLAYER COMPANION, LEGACY OF THE FIRST WORLD (2017)",Judy Bauer,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
PATHFINDER PLAYER CORE (2024),Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER PLAYER CORE 2, SECOND EDITION (2024)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, ADVANCED CLASS GUIDE POCKET EDITION (2018)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, ADVANCED PLAYER’S GUIDE (2016)",,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, ADVENTURE’S GUIDE (2017)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, BESTIARY (2009)",JAson Bulhmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, BESTIARY 5 (2018)",Jason Bulmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, CORE RULEBOOK (2016)",Jason Bulmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"PATHFINDER ROLEPLAYING GAME, GM CORE (2024)",Logan Banner and Mark Seifter,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, HORROR ADVENTURES (2016)",Jason Bulmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, OCCULT ADVENTURES (2015)",Jason Bulmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, PLANAR ADVENTURES (2018)",James Jacobs,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, ULTIMATE COMBAT (2011)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAME, ULTIMATE EQUIPMENT (2016)",Jason Bulmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER ROLEPLAYING GAMES, ADVANCED RACE GUIDE (2016)",Jason Bulmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
PATHFINDER RPG RAGE OF ELEMENTS POCKET EDITION (2023),Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER RPG, HOWL OF THE WIND (2024)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER RPG, TREASURE VAULT (2025)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER, LOST OMENS WORLD GUIDE (2019)",Paizo Staff,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"PATHFINDER, ROLEPLAYING GAME, NPC CODEX, BY JASON BULMAHN (2012)",Jason Bulmahn,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
PATPONG SISTERS,Skyhorse Publishing,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PAYBACK AIN’T ENOUGH,Wahida Clark,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
"PEACE, LOVE & PETROL BOMBS, BY D.D. JOHNSTON (2011)",D.D. Johnston,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PEEK A BOO, FIYAH PICTURES",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PENCIL AND INK,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PENCIL DRAWING,Michael Woods,,,"Title 15, Section 3006(c)(17) – frontal nudity"
PENIS GENIUS,Jordan LaRousse,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
PENTHOUSE FORUM MAGAZINE,,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PENTHOUSE LETTERS + VARIATIONS, DECEMBER 2019/JANUARY 2020",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
PENTHOUSE LETTERS MAGAZINE,,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PENTHOUSE LETTERS, APRIL -MAY 2023",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"PENTHOUSE LETTERS, APRIL-MAY 2022 ISSUE",Penthouse Magazine,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"PENTHOUSE LETTERS, FEBRUARY 2023 & MARCH 2023 MAGAZINE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity consecutive issues – Permanently Disapproved"
PENTHOUSE VARIATIONS MAGAZINE,,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
PENTHOUSE VARIATIONS ON SUBMISSION (2015),Penthouse Variations,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PENTHOUSE, BETWEEN THE SHEETS",Penthouse Magazine,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PENTHOUSE, NAUGHTY BY NATURE",Penthouse Magazine,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"PENTHOUSE, THE TRAILBLAZERS ISSUE, MAY-JUNE 2023",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
PERFECT 10 MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
PETERSEN’S HUNTING APRIL-MAY 2024,,,,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"PETERSEN’S HUNTING MAGAZINE, APRIL, MAY 2023",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"PETERSEN’S HUNTING, AUGUST 2023",,,,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
PETITE MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"PHANTASMA, WICKED GAMES, 1 (2024)",Kaylie Smith,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
PHOTO TRYST CATALOG P091-P450,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
PHOTO TRYST-F001- F450,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
PICS OR IT DIDN’T HAPPEN,Arvida strom,,,"Title 15, Section 3006(c)(17) – frontal nudity"
